record_id,screen_title_abstract,screen_title_abstract_reason,decision_source,decision_note
SCHPRISMA-000706,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Encyclopedia entry on pollinator-attracting secondary metabolites does not provide a focal measured plant antagonist/exploiter response.
SCHPRISMA-000707,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Clothianidin seed-treatment study measures altered plant metabolism and pollinator foraging preference but not a focal plant antagonist/exploiter response to the same coordinate.
SCHPRISMA-000708,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Primary fig chemical-communication study explicitly tests selection to attract pollinators while confusing antagonists; retain as a strong shared-signal conflict candidate.
SCHPRISMA-000712,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Selenium accumulation/biotransfer study concerns plant chemistry and pollinators without a focal plant antagonist/exploiter response.
SCHPRISMA-000713,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Primary monocarpic-herb study explicitly reports sequential conflicting selection from multispecific interactions and evolutionary trade-offs; retain for same-trait conflict adjudication.
SCHPRISMA-000714,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Primary study shows herbivore feeding site determines indirect effects on pollinators through floral/vegetative damage context; retain for herbivory-pollination context adjudication.
SCHPRISMA-000715,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Primary gynodioecious nursery-pollination study measures sex-biased oviposition by a pollinating seed predator; retain for benefit-cost and breeding-system adjudication.
SCHPRISMA-000716,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Sidalcea seed-predation study measures sex-biased predation without a focal pollinator service/response.
SCHPRISMA-000717,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Dianthus study measures sex-biased seed predation and floral-trait effects of seed predators without a focal pollinator response/service in the same study.
SCHPRISMA-000719,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Annals of Botany item 'Sexual Plant Reproduction' is a broad thematic/editorial record rather than an independent primary study or focused SCH synthesis.
SCHPRISMA-000720,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Primary fig-wasp study documents evolutionary shifts between parasitism and mutualism in fig/fig-wasp lineages; retain for consumer-role transition adjudication.
SCHPRISMA-000722,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Mercurialis simulated-herbivory study concerns sex expression after damage without a focal pollinator service/response.
SCHPRISMA-000724,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Pumpkin simulated early-season herbivory study measures flower production but not a focal pollinator response/service to the altered floral phenotype.
SCHPRISMA-000725,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Primary slippery-flower study tests a floral surface defence against nectar-thieving ants in a pollinated system; retain for defence-pollination functional-boundary adjudication.
SCHPRISMA-000726,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Preprint/report identity of the slippery-flower ant-defence study; retain at TA stage and resolve report dependence with SCHPRISMA-000725 at full text.
SCHPRISMA-000727,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Cocoa stingless-bee study concerns targeted pollination without a focal plant antagonist/exploiter response.
SCHPRISMA-000728,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Primary suburban-landscape study jointly quantifies mutualistic and antagonistic plant-insect interactions and interaction outcomes; retain for multi-agent context adjudication.
SCHPRISMA-000730,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Nectar-renewal study concerns hummingbird foraging and plant-pollination mutualism without a focal plant antagonist/exploiter channel.
SCHPRISMA-000731,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Malagasy Ficus chemical-diversity study addresses sources of chemical variation but does not measure a focal pollinator and antagonist response pair.
SCHPRISMA-000732,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Individual-based plant-pollinator network study quantifies spatial pollination structure without a focal plant antagonist/exploiter response.
SCHPRISMA-000734,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_K_SCREEN_V48_2026-09-26,Primary Chamaerops study quantifies spatiotemporal inflorescence arrangement and occupancy by a nursery pollinator whose larvae consume reproductive tissue; retain for coupled-role spatial-context adjudication.
