record_id,screen_title_abstract,screen_title_abstract_reason,decision_source,decision_note
SCHPRISMA-000740,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_L_SCREEN_V49_2026-09-26,Silene littorea petal-colour polymorphism study identifies non-pollinator-mediated selection on anthocyanins/photosynthetic tissues but does not measure a focal pollinator response to the colour coordinate.
SCHPRISMA-000741,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_L_SCREEN_V49_2026-09-26,Focused pollination-chemistry review addresses floral scent integration into pollination ecology without a focal plant antagonist/exploiter channel.
SCHPRISMA-000742,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_L_SCREEN_V49_2026-09-26,Dissertation on evolutionary transitions in plant reproduction centers mating-system/pollination evolution without a focal measured plant antagonist/exploiter response.
SCHPRISMA-000743,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_L_SCREEN_V49_2026-09-26,Rhododendron floral-syndrome and breeding-system study concerns pollination/reproductive biology without a focal plant antagonist/exploiter response.
SCHPRISMA-000744,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_L_SCREEN_V49_2026-09-26,Tomato far-red experiment alters flowering traits and pollinator interactions but does not measure a focal plant antagonist/exploiter response.
SCHPRISMA-000746,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_L_SCREEN_V49_2026-09-26,Arbuscular-mycorrhiza study links herbivory interactions to floral nectar energy but does not directly measure pollinator response/service in the focal experiment.
SCHPRISMA-000747,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_L_SCREEN_V49_2026-09-26,Floral phytochemicals are tested against a bumble-bee parasite; the parasite acts on the pollinator rather than as a plant antagonist/exploiter channel.
SCHPRISMA-000748,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_TA3_BATCH_L_SCREEN_V49_2026-09-26,Supplementary XLSX table for the published Leaf Induction Impacts Behavior and Performance of a Pollinating Herbivore report; not an independent primary study.
SCHPRISMA-000749,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_TA3_BATCH_L_SCREEN_V49_2026-09-26,Second supplementary XLSX table for the published Leaf Induction Impacts Behavior and Performance of a Pollinating Herbivore report; not an independent primary study.
SCHPRISMA-000750,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_L_SCREEN_V49_2026-09-26,Broad chapter on multifunctional terpenoids in plant defence and ecology is not focused on one floral trait/reward coordinate with measured pollinator and antagonist responses.
SCHPRISMA-000751,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_L_SCREEN_V49_2026-09-26,Network-robustness model introduces antagonistic interactions into plant-pollinator networks but does not identify a focal plant floral trait/reward coordinate.
SCHPRISMA-000752,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_L_SCREEN_V49_2026-09-26,"Primary Turnera velutina experiment manipulates extrafloral nectar secretion, measures defensive ants, pollinator visitation and plant fitness, and directly tests ant-pollinator conflict; retain as a strong functional-boundary source."
SCHPRISMA-000753,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_L_SCREEN_V49_2026-09-26,Grapevine floral-volatile biosynthesis study characterizes sesquiterpene production without measuring pollinator response/service or an antagonist channel.
SCHPRISMA-000754,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_L_SCREEN_V49_2026-09-26,Sesamothamnus breeding-system and demography study concerns pollination/reproduction without a focal plant antagonist/exploiter response.
SCHPRISMA-000755,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_L_SCREEN_V49_2026-09-26,Stapeliad fetid-floral-odour chemistry study addresses pollination-associated scent chemistry without a focal measured plant antagonist/exploiter response.
