record_id,screen_title_abstract,screen_title_abstract_reason,decision_source,decision_note
SCHPRISMA-000202,RETAIN_FULLTEXT,,ASSISTED_BATCH3_REMAINDER_TA_SCREEN_2026-08-31,"Nectar robbing bumblebees, pollination and reproduction are explicit; retain for floral-coordinate and geography coding."
SCHPRISMA-000204,RETAIN_FULLTEXT,,ASSISTED_BATCH3_REMAINDER_TA_SCREEN_2026-08-31,"Preprint on floral-scent polymorphism has pollinator and herbivore context; retain and resolve duplicate status with published 205 at full text."
SCHPRISMA-000205,RETAIN_FULLTEXT,,ASSISTED_BATCH3_REMAINDER_TA_SCREEN_2026-08-31,"Published floral-scent polymorphism study has pollinator and herbivore context; retain for evolutionary/full-text coding."
SCHPRISMA-000206,RETAIN_FULLTEXT,,ASSISTED_BATCH3_REMAINDER_TA_SCREEN_2026-08-31,"Nectar robbing, pollination and reproductive success are explicit; retain."
SCHPRISMA-000210,EXCLUDE,TA_NOT_FLORAL_SIGNAL,ASSISTED_BATCH3_REMAINDER_TA_SCREEN_2026-08-31,"Multilayer-network methods paper is not centered on a declared floral attraction/display coordinate."
SCHPRISMA-000214,RETAIN_FULLTEXT,,ASSISTED_BATCH3_REMAINDER_TA_SCREEN_2026-08-31,"Cloud-forest pollination study contains nectar-robbing context; uncertainty resolves to full text."
SCHPRISMA-000215,RETAIN_FULLTEXT,,ASSISTED_BATCH3_REMAINDER_TA_SCREEN_2026-08-31,"Experimental drought changes pollinator responses and plant reproduction; antagonist context in the abstract warrants conservative full-text review."
SCHPRISMA-000216,RETAIN_FULLTEXT,,ASSISTED_BATCH3_REMAINDER_TA_SCREEN_2026-08-31,"Focused brood-pollination synthesis spans pollinators and seed predators; retain for historical/source-role adjudication."
SCHPRISMA-000218,RETAIN_FULLTEXT,,ASSISTED_BATCH3_REMAINDER_TA_SCREEN_2026-08-31,"Floral traits, nectar theft and pollination are explicit; retain."
SCHPRISMA-000222,RETAIN_FULLTEXT,,ASSISTED_BATCH3_REMAINDER_TA_SCREEN_2026-08-31,"Flowering/fruiting phenology abstract includes pollinators and seed predators; retain conservatively for temporal-display coding."
SCHPRISMA-000223,RETAIN_FULLTEXT,,ASSISTED_BATCH3_REMAINDER_TA_SCREEN_2026-08-31,"Flower and nectary traits are linked to pollinator and herbivore interactions; retain."
SCHPRISMA-000224,RETAIN_FULLTEXT,,ASSISTED_BATCH3_REMAINDER_TA_SCREEN_2026-08-31,"Petunia pollination-syndrome synthesis contains antagonist context; retain for focused synthesis/source role."
SCHPRISMA-000226,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,ASSISTED_BATCH3_REMAINDER_TA_SCREEN_2026-08-31,"Commentary on island-rule flower-size evolution does not provide an independent or focused shared-cue evidence synthesis."
SCHPRISMA-000227,RETAIN_FULLTEXT,,ASSISTED_BATCH3_REMAINDER_TA_SCREEN_2026-08-31,"Phylogeographic floral-scent variation with pollinator and herbivore context is directly relevant to historical/geographic screening."
SCHPRISMA-000228,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,ASSISTED_BATCH3_REMAINDER_TA_SCREEN_2026-08-31,"Honey-bee avoidance-learning assay studies bee neurobiology; danger/predation are examples, not a plant-antagonist response to floral A."
