record_id,screen_title_abstract,screen_title_abstract_reason,decision_source,decision_note
SCHPRISMA-000584,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_G_SCREEN_V44_2026-09-26,Dissertation focuses pollination dynamics and anthropogenic/ecological drivers of plant-pollinator interactions; no focal plant antagonist/exploiter channel is established from the source description.
SCHPRISMA-000585,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_G_SCREEN_V44_2026-09-26,Erythrina study measures passerine cross-pollination without a focal plant antagonist/exploiter response.
SCHPRISMA-000586,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_G_SCREEN_V44_2026-09-26,Fig–fig wasp dissertation explicitly studies one pollinator plus multiple non-pollinating antagonistic wasps and fruit predators across space and time; retain for obligate-mutualism/context adjudication.
SCHPRISMA-000587,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_G_SCREEN_V44_2026-09-26,Pathogenic fungus manipulates fly sexual behaviour using cadaver volatiles; the focal signal is not a plant floral trait or plant reproductive response.
SCHPRISMA-000588,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_G_SCREEN_V44_2026-09-26,Lonicera study links floral colour/odour change to pollinator behaviour but does not measure a focal plant antagonist/exploiter response.
SCHPRISMA-000589,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_G_SCREEN_V44_2026-09-26,Phalaenopsis transporter study establishes floral-monoterpene emission machinery without a measured antagonist/exploiter response.
SCHPRISMA-000590,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_G_SCREEN_V44_2026-09-26,Phalaenopsis floral-scent biosynthesis study is molecular/mechanistic and does not measure a focal plant antagonist/exploiter response.
SCHPRISMA-000591,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_TA3_BATCH_G_SCREEN_V44_2026-09-26,Peer-review file is not an independent primary study or a substantive synthesis.
SCHPRISMA-000592,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_TA3_BATCH_G_SCREEN_V44_2026-09-26,Peer-review file for fig-wasp taxonomy is not an independent primary study or focused SCH synthesis.
SCHPRISMA-000595,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_G_SCREEN_V44_2026-09-26,Drought experiment quantifies plasticity of floral volatile emission but does not measure a focal pollinator or antagonist receiver response in the study.
SCHPRISMA-000596,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_G_SCREEN_V44_2026-09-26,"Primary tripartite selection study estimates phenotypic selection under pollinator, herbivory-resistance and mycorrhizal interaction contexts; retain for multi-agent selection adjudication."
SCHPRISMA-000600,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_G_SCREEN_V44_2026-09-26,"Primary Yucca experiment studies Tegeticula yuccasella, the same phytophagous moth that pollinates flowers and lays seed-consuming offspring, under manipulated fruit-abortion risk; retain for brood-pollination role-boundary adjudication."
SCHPRISMA-000601,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_G_SCREEN_V44_2026-09-26,"Primary wild-mustard experiment tests ozone timing effects on flowering, pollinator visitation, herbivory and reproductive output; retain for environmental-context propagation across pollinator/antagonist channels."
SCHPRISMA-000602,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_TA3_BATCH_G_SCREEN_V44_2026-09-26,Broad review of plant–animal interactions is not sufficiently focused on the registered same-floral-coordinate pollinator–antagonist evidence question.
SCHPRISMA-000603,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_G_SCREEN_V44_2026-09-26,"Arabidopsis lyrata dissertation directly tests pollinator-mediated selection on floral display/phenology, herbivore effects on selection, and among-population/year variation; retain for selection-context adjudication."
