record_id,screen_title_abstract,screen_title_abstract_reason,decision_source,decision_note
SCHPRISMA-000302,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Oil-palm review is pollination-focused; the antagonist hit is parasitic/parasitoid context around the pollinator rather than a plant antagonist exploiting a floral A."
SCHPRISMA-000303,RETAIN_FULLTEXT,,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Dissertation explicitly concerns reproductive output and contains both pollination and seed-predation signals; retain for full-text same-A and outcome adjudication."
SCHPRISMA-000307,EXCLUDE,TA_NOT_FLORAL_SIGNAL,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Fern/crop stress-tolerance review is not a focal floral signal study; flower/pollination/exploitation terms are incidental to the broad synthesis."
SCHPRISMA-000308,RETAIN_FULLTEXT,,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Fig macula study directly concerns a floral/fig structure mediating pollinating and non-pollinating wasps; retain for Ficus receiver-architecture and same-structure coding."
SCHPRISMA-000309,RETAIN_FULLTEXT,,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Trait-mediated plant-pollinator fitness study also contains herbivore/nectar-robber context; uncertainty resolves to full text."
SCHPRISMA-000310,RETAIN_FULLTEXT,,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Radish hybrid-fitness study includes flowers, pollinators and herbivores; retain to determine whether a floral coordinate links the channels."
SCHPRISMA-000317,RETAIN_FULLTEXT,,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Ipomoea floral integration/selection study contains pollination and seed-predation evidence; retain for floral-trait selection and antagonist-role coding."
SCHPRISMA-000324,RETAIN_FULLTEXT,,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Hummingbird floral-resource dissertation contains nectar-thief context; retain conservatively for visitor-role and reward-coordinate adjudication."
SCHPRISMA-000325,RETAIN_FULLTEXT,,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Floral-scent/ant-behaviour record is directly relevant to a pollinator-relevant scent coordinate; retain and resolve overlap with the primary 2009 article at full text."
SCHPRISMA-000327,RETAIN_FULLTEXT,,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Floral-scent metabolic-pathway chapter includes pollinator/florivore functions; retain as potentially relevant synthesis/source-chasing material."
SCHPRISMA-000337,RETAIN_FULLTEXT,,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Benzenoid/phenylpropanoid review explicitly treats ecological value to pollinators and herbivores; retain for synthesis/source-chasing role adjudication."
SCHPRISMA-000338,RETAIN_FULLTEXT,,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Primary floral-volatiles/ant-behaviour article includes pollinator and antagonist context on the same scent class; high-value full-text candidate."
SCHPRISMA-000341,RETAIN_FULLTEXT,,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Floral-volatiles function review covers pollinators and florivores; retain as relevant synthesis/source registry material."
SCHPRISMA-000351,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"European bird flower-visitation study is pollination-focused; the abstract exploitation hit does not identify a focal plant antagonist channel."
SCHPRISMA-000356,RETAIN_FULLTEXT,,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Arctostaphylos study explicitly combines flowering, fruit set, pollination context and seed predation; retain for reproductive and antagonist-channel coding."
SCHPRISMA-000357,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Practice-oriented agricultural summary concerns flowering plants and entomophagous/parasitoid arthropods; parasitoids are not plant antagonists in the SCH shared-audience sense."
SCHPRISMA-000358,RETAIN_FULLTEXT,,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Invasion study contains floral traits, pollination, herbivory and seed-predation signals; retain for full-text interaction and evolutionary-context adjudication."
SCHPRISMA-000359,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Ruderal-flower trait study is pollination-focused; parasitoid occurrence does not establish a plant antagonist exploiting the focal floral trait."
SCHPRISMA-000361,RETAIN_FULLTEXT,,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Review explicitly frames nectar/pollen secondary metabolites for antagonists and mutualists; retain for synthesis/source-chasing and chemical-coordinate coding."
SCHPRISMA-000362,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Oikos paratext on a secondary nectar robber is not an independent primary report or substantive synthesis for the systematic evidence count."
SCHPRISMA-000363,RETAIN_FULLTEXT,,ASSISTED_BATCH4_REMAINDER_TA_SCREEN_V20_2026-09-02,"Preprint on petal-specific terpene scent includes pollinator/antagonist ecological context; retain until duplicate/report role with the published version is resolved."
