record_id,screen_title_abstract,screen_title_abstract_reason,decision_source,decision_note
SCHPRISMA-000644,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_I_SCREEN_V46_2026-09-26,Pollinator-competition study concerns floral-resource structure and pollinator interactions without a focal plant antagonist/exploiter response.
SCHPRISMA-000645,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_I_SCREEN_V46_2026-09-26,Published version of the pollinator-competition/floral-resource study; no focal plant antagonist/exploiter response is measured.
SCHPRISMA-000646,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_I_SCREEN_V46_2026-09-26,Broad pollinator-decline review focuses pollination loss and ecosystem consequences rather than a plant pollinator–antagonist trait geometry.
SCHPRISMA-000647,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_I_SCREEN_V46_2026-09-26,"Impatiens capensis thesis/programme includes simulated pollinator decline, floral-trait selection and herbivory context; retain and resolve report dependence with SCHPRISMA-000723 at full text."
SCHPRISMA-000652,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_I_SCREEN_V46_2026-09-26,"Focused review on pollinator parasites and floral evolution addresses parasites acting through pollinator behaviour, not a focal plant antagonist/exploiter response to the floral coordinate."
SCHPRISMA-000653,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_I_SCREEN_V46_2026-09-26,Silene pollinator-sharing study concerns reproductive isolation and pollinator overlap without a focal plant antagonist/exploiter channel.
SCHPRISMA-000654,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_I_SCREEN_V46_2026-09-26,Fritillaria camouflage study measures pollination and reproductive success but does not directly measure herbivore/antagonist response to the focal floral phenotype.
SCHPRISMA-000655,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_I_SCREEN_V46_2026-09-26,"Aeschynanthus dissertation on pollinator shifts, floral evolution and speciation lacks a focal plant antagonist/exploiter response."
SCHPRISMA-000656,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_I_SCREEN_V46_2026-09-26,Duplicate/alternate repository identity of the Aeschynanthus pollinator-shift dissertation; no focal plant antagonist/exploiter response.
SCHPRISMA-000657,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_I_SCREEN_V46_2026-09-26,"Fuchsia floral-colour-phase study measures pollinator visitation only, without a focal plant antagonist/exploiter response."
SCHPRISMA-000662,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_I_SCREEN_V46_2026-09-26,Drypetes floral volatile/pollination/fruit-production study lacks a focal plant antagonist/exploiter response.
