record_id,screen_title_abstract,screen_title_abstract_reason,decision_source,decision_note
SCHPRISMA-000485,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Primary Dianthus study quantifies pollination and herbivory over a habitat-edge gradient and links both interaction types to seed/seedling quantity and quality; retain for multi-context plant-fitness adjudication.
SCHPRISMA-000486,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Primary hummingbird study shows the same Black Metaltail can visit legitimately or rob nectar depending on corolla length; retain for trait-dependent consumer-role boundary adjudication.
SCHPRISMA-000487,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Long-term agroforestry tree-regeneration study is not centered on a focal floral trait or flower-mediated pollinator-antagonist interaction.
SCHPRISMA-000488,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,"Primary Ficus study compares natural and translocated ranges, pollinator offspring, seed production and parasitoid top-down control; retain for obligate-mutualism benefit-cost/context adjudication."
SCHPRISMA-000489,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Flower-colour dimorphism study centers fluctuating-temperature responses; a focal pollinator or plant-antagonist response to colour is not measured for the registered SCH question.
SCHPRISMA-000490,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Primary Nicotiana study manipulates/assays nectar secondary metabolites and measures responses of moth/hummingbird pollinators and nectar-thieving ants; retain for chemical-reward multi-consumer adjudication.
SCHPRISMA-000491,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,"Cereus management study quantifies floral damage by bees and beetles, but does not measure pollination service/response in the focal experiment."
SCHPRISMA-000492,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Eight-year Habenaria mast-flowering study concerns hawkmoth pollination and fruiting dynamics without a focal plant antagonist/exploiter channel.
SCHPRISMA-000493,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Fig-wasp male mating and combat study focuses wasp behaviour rather than a plant floral coordinate or plant reproductive response.
SCHPRISMA-000494,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Primary Paeonia two-factor experiment crosses pollinator presence/exclusion with herbivore presence/exclusion and measures total maternal seed production; retain as a strong common-fitness multi-agent design.
SCHPRISMA-000495,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Common-elder study resolves chemically mediated thrips pollination but no focal plant antagonist/exploiter response.
SCHPRISMA-000496,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Volatile metabolic-engineering article concerns biochemical production methods rather than measured pollinator and antagonist responses.
SCHPRISMA-000497,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,"Nectar-microbiome study measures microbial abundance/composition as the focal response to visitor identity, not a plant floral trait or plant reproductive outcome."
SCHPRISMA-000498,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Linaria floral micromorphology/histochemistry study characterizes reward tissues without measuring pollinator and antagonist ecological responses.
SCHPRISMA-000499,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,New Phytologist commentary bridges disciplines around a pollinator-behaviour study but is not an independent primary study or focused SCH synthesis.
SCHPRISMA-000500,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Primary Knautia simulated-florivory experiment measures pollinator visitation and plant reproductive consequences; retain for induced floral-damage/pollination/fitness adjudication.
SCHPRISMA-000501,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Withania study concerns lizard pollination and mating-system variation without a focal plant antagonist/exploiter component.
SCHPRISMA-000502,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Nepeta metabolomic/gene-expression study characterizes chemical profiles without ecological pollinator/antagonist response measurements.
SCHPRISMA-000504,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Monoterpenol-metabolism review is broad biochemical/adaptation synthesis rather than a focused pollinator-antagonist floral-trait synthesis.
SCHPRISMA-000505,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Broad orchid-ecology synthesis is not a focused source for a shared floral coordinate with measured pollinator and antagonist responses.
SCHPRISMA-000507,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Plant Cell flower-morphogenesis review addresses developmental genetics rather than the SCH pollinator-antagonist evidence question.
SCHPRISMA-000508,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Mosquito-pollination review concerns pollination sensory cues and floral volatiles without a focal plant antagonist/exploiter channel.
SCHPRISMA-000509,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Focused review of weevil brood-site pollination synthesizes phytophagous insects that provide pollination while using plant reproductive tissues; retain as role-coupled synthesis/source-chasing material.
SCHPRISMA-000511,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,"Repository identity of Davidia multifunctional-bract study concerns rain protection and pollinator attraction; the second function is abiotic, not a plant antagonist."
SCHPRISMA-000512,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_D_SCREEN_V41_2026-09-26,Published Davidia multifunctional-bract study tests rain protection and pollinator attraction; the second function is abiotic rather than antagonistic.
