record_id,screen_title_abstract,screen_title_abstract_reason,decision_source,decision_note
SCHPRISMA-000552,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,"Focused nectar-evolution/ecology synthesis treats nectar as a multiorganism interface rather than a simple reward; retain as relevant source-chasing material for pollinators, exploiters and microbes."
SCHPRISMA-000553,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Linalool article is centered on floral-fragrance biosynthesis in a pollination system and does not measure a focal plant antagonist/exploiter response.
SCHPRISMA-000554,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Nicotine-in-nectar experiment measures bumblebee learning of floral features without a focal plant antagonist/exploiter component.
SCHPRISMA-000555,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Study compares pollinators with parasitoids sharing floral resources; parasitoids are natural enemies of herbivores rather than a plant antagonist/exploiter response to a floral coordinate.
SCHPRISMA-000556,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Floral-volatile experiment tests plant–plant flowering synchronization while pollinators are excluded; pollinator/herbivore effects are discussed as context rather than measured focal responses.
SCHPRISMA-000557,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Primary Dalechampia study directly tests whether seed predators constrain pollinator-mediated floral-trait evolution across populations and finds little evidence; retain as an explicit negative-control mutualist–antagonist trait study.
SCHPRISMA-000558,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,"Primary pyrethrum study identifies a floral volatile that attracts nocturnal moths, improves pollination success and induces oviposition on a nonhost; retain for plant-mediated role/manipulation boundary adjudication."
SCHPRISMA-000559,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Dieffenbachia study directly assays floral-scent attraction of florivorous plant bugs; pollinator attraction is only preliminary/contextual and is not a focal measured response in the source.
SCHPRISMA-000560,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Primary Cucurbita study quantifies non-pollinating floral visitors and their relationship with pollinating-bee foraging; retain for pollinator–exploiter/interference adjudication.
SCHPRISMA-000562,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Plant-pollinator network robustness preprint models antagonistic interactions at network level without a focal plant floral trait/reward coordinate.
SCHPRISMA-000563,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,"Florivore-induced autogamy study shows Mompha feeding causes self-pollination and seed/fruit development, but no animal pollinator service/response is measured in the focal interaction."
SCHPRISMA-000566,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Moth/butterfly odorant-receptor study focuses animal receptor conservation to flowering-plant cues rather than a focal plant trait with pollinator and antagonist responses.
SCHPRISMA-000567,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,"Primary Erythronium pollen-colour study tests pollinator colour preferences, pollen-feeding beetle predation, UV tolerance and siring success; retain as a same-trait negative/one-sided geometry candidate."
SCHPRISMA-000572,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Green-roof plant-composition study targets ecosystem functionality/biodiversity rather than a focal floral coordinate linking pollinator and antagonist responses.
SCHPRISMA-000573,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Regional Orchidaceae floristic/taxonomic inventory is not a focal plant–pollinator–antagonist trait study.
SCHPRISMA-000574,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Understory ornithophilous-plant study concerns hummingbird interactions without a focal plant antagonist/exploiter component.
SCHPRISMA-000575,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Navaea study quantifies differential bird pollination efficiency without a focal antagonist/exploiter response.
SCHPRISMA-000576,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Primary large-herbivore enclosure experiment shows deer herbivory reduces flower abundance and disrupts plant–pollinator network structure; retain for herbivory-mediated pollination-context adjudication.
SCHPRISMA-000577,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Primary Rheum–Bradysia study examines a mutualistic seed-consuming pollinator whose oviposition reduces fruit abortion; retain for brood-pollination benefit–cost/role-boundary adjudication.
SCHPRISMA-000578,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Ozone experiment tests herbivore host finding without a focal pollinator service/response.
SCHPRISMA-000579,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,American Journal of Botany flower-colour collection introduction is an editorial framing piece rather than an independent primary study or focused SCH synthesis.
SCHPRISMA-000580,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Primary comparative Phyllantheae study documents convergent floral adaptations to obligate Epicephala moth pollination in which larvae consume developing seeds; retain for brood-pollination evolutionary/role-boundary adjudication.
SCHPRISMA-000581,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_F_SCREEN_V43_2026-09-26,Primary Ficus experiment crosses parasitic wasps with cooperative or pollen-free pollinator wasps and measures host investment/fig sanctions; retain for mutualism–parasite and plant-investment adjudication.
