record_id,screen_title_abstract,screen_title_abstract_reason,decision_source,decision_note
SCHPRISMA-000766,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,"Senna mexicana dissertation measures extrafloral-nectar-mediated ant defence, herbivory, pollinator activity and reproductive fitness; retain for defence-pollination functional-boundary adjudication."
SCHPRISMA-000767,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,Penstemon digitalis dissertation explicitly studies floral scent as a signal mediating interactions with pollinators and antagonists; retain for shared floral-signal adjudication.
SCHPRISMA-000768,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,Linaria vulgaris dissertation directly studies pollination and nectar robbing in the same floral system; retain for pollinator-robber ecology and fitness adjudication.
SCHPRISMA-000769,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,Aphid/parasitoid/caterpillar interaction thesis concerns trophic interactions on plants without a focal floral trait/reward or pollinator service channel.
SCHPRISMA-000770,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,Faba-bean crop-rotation thesis focuses pollinators and pollination services without a focal plant antagonist/exploiter response.
SCHPRISMA-000771,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,Focused review on global-change effects on floral traits integrates pollinator and non-pollinator selective pressures; retain as relevant synthesis/source-chasing material.
SCHPRISMA-000772,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,Revisited meta-analysis directly synthesizes effects of herbivory on pollinators; retain as relevant synthesis of a core indirect mutualist-antagonist pathway.
SCHPRISMA-000773,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,Primary Babiana study experimentally links mammalian herbivory to inflorescence architecture and seed set in a bird-pollinated lineage; retain for herbivory-pollination trait-evolution adjudication.
SCHPRISMA-000774,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,"Cleistogamous-herb study compares pollen source/flower type, progeny performance and seed predation but does not measure a focal pollinator service/response."
SCHPRISMA-000776,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,"Dissertation explicitly examines effects of pollinators, herbivores and predators on floral trait evolution; retain for chapter-level multi-agent selection adjudication."
SCHPRISMA-000777,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,Artificial selection on whole-plant height in Brassica rapa concerns pleiotropic effects of plant height rather than a focal floral trait/reward coordinate.
SCHPRISMA-000778,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,Primary Vicia faba study measures effects of foliar damage on floral characteristics and pollinator visits; retain for herbivory-induced floral/pollinator pathway adjudication.
SCHPRISMA-000779,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,Fig-wasp study tests nematode infection of pollinating and non-pollinating fig wasps and net consequences for the fig pollination mutualism; retain for multi-party mutualist-antagonist adjudication.
SCHPRISMA-000781,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,Bee diet-width/sensory-morphology thesis focuses pollinator evolution rather than a focal plant antagonist/exploiter response.
SCHPRISMA-000782,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,"Primary Epipactis study documents floral aphid mimicry, aphid infestation and aphidophagous hoverfly pollination across populations; retain for tritrophic indirect-defence-to-pollination adjudication."
SCHPRISMA-000783,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,Focused Ecology Letters synthesis on floral scent and insect chemical communication spans pollinator attraction and antagonistic insect interactions; retain as relevant synthesis/source-chasing material.
SCHPRISMA-000784,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,Dissertation explicitly studies evolution of flower size/flowering behaviour under pollination and pre-dispersal seed predation; retain for same-trait mutualist-antagonist adjudication.
SCHPRISMA-000785,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,Araceae phylogenetic study concerns evolution of pollinator-plant interaction types without a focal plant antagonist/exploiter channel.
SCHPRISMA-000787,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_M_SCREEN_V50_2026-09-26,Review of mutual services focuses mutualistic interactions rather than a focal plant pollinator-antagonist floral coordinate.
