record_id,screen_title_abstract,screen_title_abstract_reason,decision_source,decision_note
SCHPRISMA-000458,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,Book chapter/preprint reviews invasive plants as novel food resources from the pollinator perspective; it does not provide a focal plant antagonist/exploiter response for SCH screening.
SCHPRISMA-000459,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,Primary Silene latifolia study evaluates a native Hadena moth that both pollinates and consumes developing seeds; retain for nursery-pollinator benefit-cost/role-boundary adjudication.
SCHPRISMA-000460,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,"Ant-hemipteran mutualism dissertation concerns defensive ants, hemipterans and broader invertebrate community effects on honey mesquite; no focal pollinator service/response is measured."
SCHPRISMA-000462,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,"Fig/fig-wasp thesis directly examines stability and conflict in an obligate pollination mutualism where wasp reproduction and seed production share fig flowers, with additional non-pollinating wasp pressures; retain for coupled mutualism-conflict adjudication."
SCHPRISMA-000463,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,"Repository/pre-publication record for the Erica bee-avoidance study measuring floral conspicuousness, bird pollination and bee nectar robbing; retain and resolve report dependence with SCHPRISMA-000464 at full text."
SCHPRISMA-000464,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,Published Erica study tests floral conspicuousness against bird pollination and bee nectar robbing across multiple species/populations; retain for floral-signal pollinator-robber adjudication.
SCHPRISMA-000465,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,Floral silicon survey quantifies tissue silicon across taxa; pollination and herbivore defence are motivating hypotheses rather than measured ecological receiver responses in the focal study.
SCHPRISMA-000466,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,Annals of Botany commentary on green-flower visibility is not an independent primary study or focused SCH synthesis.
SCHPRISMA-000467,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,Monthly journal article highlight/editorial does not constitute an independent primary study or focused synthesis for the SCH evidence base.
SCHPRISMA-000468,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,Monthly journal article highlight/editorial does not constitute an independent primary study or focused synthesis for the SCH evidence base.
SCHPRISMA-000469,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,"Primary Salvia brachyodon study links fragmented-pollinator communities, effective pollinator loss, pollen/nectar robbers, mating-system change and resource allocation; retain for pollinator-exploiter and evolutionary-response adjudication."
SCHPRISMA-000470,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,"Dissertation explicitly studies landscape and domestication effects on multi-trophic interactions in berry systems, including pollination and plant defence/herbivore channels; retain for chapter-level primary-source and independence adjudication."
SCHPRISMA-000471,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,"Faba-bean landscape study measures bumblebee visitation, pollination benefit and productivity but no focal plant antagonist/exploiter response."
SCHPRISMA-000472,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,"Landscape crop-diversity study measures crop pollinators, pollination benefit and yield without a focal plant antagonist/exploiter channel."
SCHPRISMA-000473,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,Landscape conservation-measure study concerns wild-bee density and richness rather than a plant trait with pollinator and antagonist responses.
SCHPRISMA-000474,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,Preprint on latitudinal flowering-schedule clines measures heritable phenology; pollinator competition and herbivory are inferred environmental explanations rather than measured receiver responses.
SCHPRISMA-000475,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,Published version of the latitudinal flowering-schedule study measures adaptive phenology clines but does not directly measure pollinator and antagonist responses to the floral coordinate.
SCHPRISMA-000476,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,"Primary Palicourea experiment shows foliar herbivory changes floral traits/rewards, reduces hummingbird and bee visitation and lowers fruit set; retain for herbivory-induced pollinator-mediated fitness adjudication."
SCHPRISMA-000477,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,Primary Manduca study tests how induced leaf state alters adult pollinator behaviour and larval herbivore performance in a pollinating-herbivore life cycle; retain for coupled-role adjudication.
SCHPRISMA-000478,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,"Aquilegia experiment compares legitimate visitors and nectar robbers, but the focal response is nectar bacterial community assembly rather than a plant floral trait or plant reproductive outcome."
SCHPRISMA-000480,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,Focused review of linalool explicitly synthesizes floral attraction of pollinators and defence against herbivores/pathogens; retain as relevant synthesis/source-chasing material.
SCHPRISMA-000481,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,Primary/model-based plant-pollinator network study explicitly contrasts trait complementarity for pollination with barriers to floral exploitation across empirical networks; retain for architecture/source-boundary adjudication.
SCHPRISMA-000482,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,"Centrosema thesis directly links florivory/herbivory to pollinator visitation, floral traits, seed set and selection implications; retain for herbivory-pollination fitness adjudication."
SCHPRISMA-000483,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,"Primary Campanula study shows efficient pollinators increase reproduction whereas small bees deplete pollen and exacerbate pollen limitation, acting as functional exploiters; retain for consumer-role boundary adjudication."
SCHPRISMA-000484,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_C_SCREEN_V40_2026-09-26,"Dissertation explicitly studies bee pollination, ant seed predation and crop yield under local-management and landscape contexts; retain for chapter-level service-disservice/common-yield adjudication."
