record_id,screen_title_abstract,screen_title_abstract_reason,decision_source,decision_note
SCHPRISMA-000001,RETAIN_FULLTEXT,,ASSISTED_SOURCE_VERIFIED_MEDIUM_SCREEN_2026-08-30,"Floral methoxypyrazines are discussed as cues for pollinators and florivores; the focal bioassay tests florivorous scarabs, so retain as a cue-sharing near-pass candidate."
SCHPRISMA-000003,RETAIN_FULLTEXT,,ASSISTED_SOURCE_VERIFIED_MEDIUM_SCREEN_2026-08-30,"Delphinium study experimentally links nectar-robbing damage to staminode mechanics, pollinator visitation and pollen transfer/reproductive function; retain."
SCHPRISMA-000004,RETAIN_FULLTEXT,,ASSISTED_SOURCE_VERIFIED_MEDIUM_SCREEN_2026-08-30,"Apocynaceae pollinator-screening methods record floral visitors including exploitative/robbing visitor categories; uncertainty at TA stage resolves to retention."
SCHPRISMA-000007,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,ASSISTED_SOURCE_VERIFIED_MEDIUM_SCREEN_2026-08-30,"Deceptive Doritis pollination study concerns alternative mechanisms promoting cross-pollination; the apparent antagonism is not a plant antagonist/exploiter audience."
SCHPRISMA-000020,RETAIN_FULLTEXT,,ASSISTED_SOURCE_VERIFIED_MEDIUM_SCREEN_2026-08-30,"Cyclopogon floral scent paper explicitly discusses florivores whose activities can result in pollination and a simple DMNT floral coordinate; retain under TA uncertainty."
SCHPRISMA-000021,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,ASSISTED_SOURCE_VERIFIED_MEDIUM_SCREEN_2026-08-30,"Jaltomata floral-evolution paper uses antagonistic pleiotropy/genetic constraint terminology; no plant antagonist audience is evaluated."
SCHPRISMA-000022,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,ASSISTED_SOURCE_VERIFIED_MEDIUM_SCREEN_2026-08-30,"Preprint of the Jaltomata floral-evolution study; no plant antagonist audience is evaluated, independently of later duplicate handling."
SCHPRISMA-000023,RETAIN_FULLTEXT,,ASSISTED_SOURCE_VERIFIED_MEDIUM_SCREEN_2026-08-30,"Cassia stamen manipulation directly tests the conflict between pollen consumption by bees and pollen used for fertilization; retain as a within-pollinator exploitation/display-division candidate."
SCHPRISMA-000024,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,ASSISTED_SOURCE_VERIFIED_MEDIUM_SCREEN_2026-08-30,"Peach JAZ study manipulates floral display/autogamy and stress signaling but does not measure an animal pollinator response or service component."
SCHPRISMA-000033,RETAIN_FULLTEXT,,ASSISTED_SOURCE_VERIFIED_MEDIUM_SCREEN_2026-08-30,"Agricultural soil legacy study jointly evaluates floral rewards/traits, pollinators, herbivores/pathogens and multitrophic interactions; retain."
SCHPRISMA-000039,RETAIN_FULLTEXT,,ASSISTED_SOURCE_VERIFIED_MEDIUM_SCREEN_2026-08-30,"Native tobacco update synthesizes ecological costs, herbivore-induced defenses, floral nicotine/benzylacetone and pollinator context; retain as secondary/source-role material."
SCHPRISMA-000042,RETAIN_FULLTEXT,,ASSISTED_SOURCE_VERIFIED_MEDIUM_SCREEN_2026-08-30,"Review of floral volatile terpenoids covers ecological signaling functions and is relevant to source recovery; retain for later review-only adjudication."
SCHPRISMA-000044,RETAIN_FULLTEXT,,ASSISTED_SOURCE_VERIFIED_MEDIUM_SCREEN_2026-08-30,"Ant-guard experiment measures pollinator behavior and defensive-mutualist context at flowers; retain, with focal-coordinate admissibility deferred to full text."
SCHPRISMA-000045,RETAIN_FULLTEXT,,ASSISTED_SOURCE_VERIFIED_MEDIUM_SCREEN_2026-08-30,"Turnera ant-pollinator dissertation explicitly addresses ecological costs/evolutionary consequences of defensive ant-plant interactions for pollination; retain."
