record_id,screen_title_abstract,screen_title_abstract_reason,decision_source,decision_note
SCHPRISMA-000428,RETAIN_FULLTEXT,,SOURCE_VERIFIED_H2_ESTIMAND_TA0_V21_2026-09-23,"Primary Silene floral-colour selection study evaluates indirect/direct selection in a biotic context that includes pollinators and antagonists; retain to resolve whether both agents act on the same colour/trait coordinate."
SCHPRISMA-000503,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_H2_ESTIMAND_TA0_V21_2026-09-23,"Flower-colour molecular-mechanism/natural-selection review rather than a focal primary pollinator-antagonist experiment."
SCHPRISMA-000506,RETAIN_FULLTEXT,,SOURCE_VERIFIED_H2_ESTIMAND_TA0_V21_2026-09-23,"Primary Primula farinosa study links morph-specific pollen limitation, grazer/seed-predator damage and selection on floral-display/pollination-efficiency traits across three populations; retain for same-axis/context adjudication."
SCHPRISMA-000525,RETAIN_FULLTEXT,,SOURCE_VERIFIED_H2_ESTIMAND_TA0_V21_2026-09-23,"Primary thesis study explicitly measures floral-head traits, pollinator visitation, seed predators and developed-seed reproductive success in Helianthus grosseserratus."
SCHPRISMA-000526,RETAIN_FULLTEXT,,SOURCE_VERIFIED_H2_ESTIMAND_TA0_V21_2026-09-23,"Primary common-milkweed selection study measures floral attractive/defensive traits, pollinator activity, herbivory and fruit-based fitness; retain to resolve whether the antagonist route is attached to the same floral coordinate."
SCHPRISMA-000528,RETAIN_FULLTEXT,,SOURCE_VERIFIED_H2_ESTIMAND_TA0_V21_2026-09-23,"Primary floral-trait selection study quantifies pollinator- and seed-predator-associated selection under snowmelt/precipitation contexts; strong candidate for repeated total-selection effects."
SCHPRISMA-000529,RETAIN_FULLTEXT,,SOURCE_VERIFIED_H2_ESTIMAND_TA0_V21_2026-09-23,"Title and study design explicitly concern natural selection on Protea inflorescence colour by pollinators and seed predators; retain for full same-coordinate/fitness adjudication."
SCHPRISMA-000561,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_H2_ESTIMAND_TA0_V21_2026-09-23,"Book chapter synthesizing non-pollinator agents of floral-trait selection rather than a focal primary empirical study."
SCHPRISMA-000568,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_H2_ESTIMAND_TA0_V21_2026-09-23,"Focal selection coordinate is prey choice/ontogenetic diet of flower-dwelling spiders, not variation in a plant floral signal trait."
SCHPRISMA-000570,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_H2_ESTIMAND_TA0_V21_2026-09-23,"Claytonia floral-colour selection is framed around herbivores and pathogens; no focal pollinator component is identified in the title/abstract evidence."
SCHPRISMA-000571,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_H2_ESTIMAND_TA0_V21_2026-09-23,"Duplicate/alternate DOI record of the Claytonia herbivore/pathogen floral-colour study; primary title/abstract exclusion is absence of a focal pollinator component."
SCHPRISMA-000597,RETAIN_FULLTEXT,,SOURCE_VERIFIED_H2_ESTIMAND_TA0_V21_2026-09-23,"Primary two-population Primula secundiflora selection study includes legitimate and illegitimate/nectar-hole bumblebee behavior plus female-fitness selection; retain because exploiter role is plausible but role-dependent."
SCHPRISMA-000598,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_H2_ESTIMAND_TA0_V21_2026-09-23,"Primary Penstemon scent-selection study measures phenotypic selection and reproductive success but explicitly calls pollinator- and antagonist-mediated selection a future research need rather than measuring an antagonist route."
SCHPRISMA-000648,RETAIN_FULLTEXT,,SOURCE_VERIFIED_H2_ESTIMAND_TA0_V21_2026-09-23,"Primary floral-colour transition-zone study explicitly compares pollinator, herbivore and climatic selective pressures; retain for shared-trait and repeated-context adjudication."
