record_id,screen_title_abstract,screen_title_abstract_reason,decision_source,decision_note
SCHPRISMA-000002,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,ASSISTED_METADATA_AND_ABSTRACT_SCREEN_2026-08-30,"Society awards article; abstract concept matches come from highlighted research and do not constitute an independent study or relevant synthesis record."
SCHPRISMA-000005,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,ASSISTED_METADATA_AND_ABSTRACT_SCREEN_2026-08-30,"Annals of Botany editorial/cover introduction, not an independent primary study or focused synthesis."
SCHPRISMA-000006,RETAIN_FULLTEXT,,ASSISTED_METADATA_AND_ABSTRACT_SCREEN_2026-08-30,"Framework on weed ecosystem services/disservices contains pollination and antagonistic interaction concepts; retain to adjudicate whether it is relevant synthesis or too broad."
SCHPRISMA-000010,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,ASSISTED_METADATA_AND_ABSTRACT_SCREEN_2026-08-30,"Bee bounded-rationality dissertation concerns pollinator decision behavior; no focal plant antagonist/exploiter channel is evident."
SCHPRISMA-000012,EXCLUDE,TA_NOT_FLORAL_SIGNAL,ASSISTED_METADATA_AND_ABSTRACT_SCREEN_2026-08-30,"Pathogenic fungus manipulates cadaver volatiles to attract male flies; the focal signal is not a living plant floral attraction/display coordinate."
SCHPRISMA-000013,EXCLUDE,TA_NOT_FLORAL_SIGNAL,ASSISTED_METADATA_AND_ABSTRACT_SCREEN_2026-08-30,"Onagraceae phylogeny is a target-enrichment phylogenetic study; floral/pollinator/antagonist terms are background rather than a focal shared floral signal analysis."
SCHPRISMA-000014,EXCLUDE,TA_NONBIOLOGICAL_OR_OFF_TOPIC,ASSISTED_METADATA_AND_ABSTRACT_SCREEN_2026-08-30,"General gender-study perspective does not evaluate the SCH floral-signal mutualist–antagonist question."
SCHPRISMA-000016,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,ASSISTED_METADATA_AND_ABSTRACT_SCREEN_2026-08-30,"Monthly issue highlight rather than an independent primary study or focused synthesis."
SCHPRISMA-000027,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,ASSISTED_METADATA_AND_ABSTRACT_SCREEN_2026-08-30,"Mertensia dissertation tests pollinators and abiotic rain/altitude as selective factors; no focal plant antagonist/exploiter audience is evaluated."
SCHPRISMA-000028,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,ASSISTED_METADATA_AND_ABSTRACT_SCREEN_2026-08-30,"Science commentary/highlight on adaptation by compromise, not an independent primary study or systematic synthesis record."
SCHPRISMA-000029,RETAIN_FULLTEXT,,ASSISTED_METADATA_AND_ABSTRACT_SCREEN_2026-08-30,"Broad dissertation on adaptations to ecological interactions contains primary empirical chapters; retain under uncertainty for full-text focal-coordinate adjudication."
SCHPRISMA-000034,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,ASSISTED_METADATA_AND_ABSTRACT_SCREEN_2026-08-30,"Alien and native bumblebee interactions affect native plant reproduction, but the focal interaction is among pollinators rather than a plant antagonist/exploiter audience."
SCHPRISMA-000041,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,ASSISTED_METADATA_AND_ABSTRACT_SCREEN_2026-08-30,"Special-issue introduction/editorial rather than an independent primary study or focused evidence synthesis."
SCHPRISMA-000058,EXCLUDE,TA_NOT_FLORAL_SIGNAL,ASSISTED_METADATA_AND_ABSTRACT_SCREEN_2026-08-30,"Kudzu arthropod-fauna inventory does not identify a focal floral attraction/display coordinate linking pollination and antagonism."
SCHPRISMA-000059,EXCLUDE,TA_NOT_FLORAL_SIGNAL,ASSISTED_METADATA_AND_ABSTRACT_SCREEN_2026-08-30,"Clerodendrum arthropod assemblage inventory lacks a focal floral signal coordinate for the SCH question."
