record_id,screen_title_abstract,screen_title_abstract_reason,decision_source,decision_note
SCHPRISMA-000401,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Factorial faba-bean field experiment crosses insect pollination and Bruchus florivory/seed predation and measures yield components; retain. The 2021 preprint/report identity is resolved against the later journal version at full text.
SCHPRISMA-000402,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Urban-park bird–plant feeding natural history is not centered on a focal floral signal/reward coordinate with measured pollinator and plant-antagonist responses.
SCHPRISMA-000403,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Focused synthesis on floral displays/semiochemicals that simultaneously attract pollinators and insect herbivores/pests; retain as relevant synthesis/source-chasing material.
SCHPRISMA-000404,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,"Primary urban-green-space study measures flower visitors and leaf-feeding herbivore damage across native, related ornamental and exotic plants; retain for plant-identity/trait boundary adjudication."
SCHPRISMA-000405,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Manduca sexta oviposition host-plant constancy study addresses larval-host choice and does not measure pollination service/response in the focal experiment.
SCHPRISMA-000406,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Parasitoid fig-wasp host conservatism study centers parasitoid ecology rather than a focal plant floral coordinate with matched pollinator and antagonist responses.
SCHPRISMA-000407,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,"Primary parasitic Castilleja experiment explicitly tests host-species effects on herbivory, pollination and plant reproduction; retain."
SCHPRISMA-000408,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,"Focused review of belowground organisms, including root herbivores, altering floral traits and pollinator attraction; retain as relevant synthesis/source-chasing material."
SCHPRISMA-000409,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,"Thesis experimentally examines environmental change, herbivory/parasitism, floral traits and bumblebee foraging; retain for primary-chapter/source-role adjudication."
SCHPRISMA-000410,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Community-level floral-colour study tests bee and hummingbird signalling/avoidance without a focal plant antagonist/exploiter response.
SCHPRISMA-000412,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Mango weed–insect cultivation study is not centered on a floral signal/reward coordinate with paired pollinator and antagonist responses.
SCHPRISMA-000413,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,"Primary snapdragon experiment compares bumblebee and thrips preferences for whole flowers, scent and floral phenotypes; retain for direct multi-receiver trait-response adjudication."
SCHPRISMA-000414,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,"Primary Jacaranda nectar-robbery experiment manipulates robbery slits/nectar depletion and measures floral scent, pollinator visitation and pollen deposition; retain."
SCHPRISMA-000415,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Gas-chromatography/multi-unit recording methods paper is a technical protocol rather than primary plant ecological evidence or a focused synthesis of the SCH question.
SCHPRISMA-000416,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,"Primary habitat-management study evaluates native plant species/traits for pollinators, herbivores and natural enemies; retain for plant-coordinate and functional-role adjudication."
SCHPRISMA-000417,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Canola study examines abiotic effects on honeybee foraging and does not measure a focal plant antagonist/exploiter channel.
SCHPRISMA-000418,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Review of stressors on managed and feral bees does not center a plant floral coordinate receiving both pollinator and antagonist responses.
SCHPRISMA-000419,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Leaf-damage experiment concerns ant–plant protection mutualism and plant fitness without a focal pollinator response.
SCHPRISMA-000421,EXCLUDE,TA_NOT_FLORAL_SIGNAL,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Agricultural-diversification meta-analysis addresses broad arthropod ecosystem services rather than a focal floral signal/reward coordinate.
SCHPRISMA-000422,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Focused work on ecological and evolutionary implications of nectar robbery in Neotropical ecosystems; retain for synthesis/source-role adjudication.
SCHPRISMA-000423,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Solanum inbreeding study measures floral attractants/rewards and pollinator visitation but no focal plant antagonist/exploiter response.
SCHPRISMA-000424,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Tanacetum chemodiversity preprint manipulates plot-level chemical diversity and measures herbivore and flower-visitor communities; retain and resolve report/programme dependence at full text.
SCHPRISMA-000425,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,"Alternate report identity of the Tanacetum chemodiversity experiment measuring herbivorous, predatory and pollinating arthropod communities; retain at TA stage and resolve duplication at full text."
SCHPRISMA-000426,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,Dissertation on indirect effects of exotic plants and herbivores on plant–pollinator interactions; retain for chapter-level primary/source-role adjudication.
SCHPRISMA-000427,RETAIN_FULLTEXT,,SOURCE_VERIFIED_TA3_BATCH_A_SCREEN_V38_2026-09-25,"Primary Lythrum experiment manipulates herbivory, measures floral display changes, pollinator behaviour and plant fitness; retain."
