record_id,screen_title_abstract,screen_title_abstract_reason,decision_source,decision_note
SCHPRISMA-000312,RETAIN_FULLTEXT,,SOURCE_VERIFIED_BATCH4_HIGH_INFORMATION_TA_V18_2026-09-01,"Primary study explicitly tests pollinator-mediated and floral-antagonist selection on attractiveness traits; high-priority conflict candidate."
SCHPRISMA-000316,RETAIN_FULLTEXT,,SOURCE_VERIFIED_BATCH4_HIGH_INFORMATION_TA_V18_2026-09-01,"Florivory, pollination-mediated fitness and plant reproduction are explicit in the report; retain pending duplicate/publication and same-A adjudication."
SCHPRISMA-000322,RETAIN_FULLTEXT,,SOURCE_VERIFIED_BATCH4_HIGH_INFORMATION_TA_V18_2026-09-01,"Herbivore-induced floral-trait changes with pollinator-visitation responses directly address the induced shared-cue pathway."
SCHPRISMA-000323,RETAIN_FULLTEXT,,SOURCE_VERIFIED_BATCH4_HIGH_INFORMATION_TA_V18_2026-09-01,"Floral polymorphism is evaluated against pollinating and florivorous insects with fitness implications; retain for same-A and outcome coding."
SCHPRISMA-000334,RETAIN_FULLTEXT,,SOURCE_VERIFIED_BATCH4_HIGH_INFORMATION_TA_V18_2026-09-01,"Floral-trait variation, legitimate pollination and nectar robbing occur in the same primary system; retain."
SCHPRISMA-000340,RETAIN_FULLTEXT,,SOURCE_VERIFIED_BATCH4_HIGH_INFORMATION_TA_V18_2026-09-01,"Preprint directly compares florivore and pollinator responses to floral volatiles; retain until report independence and full-text role are resolved."
SCHPRISMA-000343,RETAIN_FULLTEXT,,SOURCE_VERIFIED_BATCH4_HIGH_INFORMATION_TA_V18_2026-09-01,"Florivory-driven floral expression and hummingbird pollination are directly linked; retain for induced-state and reproductive-outcome adjudication."
SCHPRISMA-000353,RETAIN_FULLTEXT,,SOURCE_VERIFIED_BATCH4_HIGH_INFORMATION_TA_V18_2026-09-01,"Primary flower-visitor network study explicitly attributes reduced reproductive success to antagonists in a hummingbird-pollinated species."
SCHPRISMA-000360,RETAIN_FULLTEXT,,SOURCE_VERIFIED_BATCH4_HIGH_INFORMATION_TA_V18_2026-09-01,"Foliar herbivory shifts plants within a floral-visitor network; retain to determine whether a declared floral A mediates the response."
SCHPRISMA-000365,RETAIN_FULLTEXT,,SOURCE_VERIFIED_BATCH4_HIGH_INFORMATION_TA_V18_2026-09-01,"Canada-thistle fragrance is explicitly reported to attract both floral herbivores and pollinators; high-priority same-scent candidate."
SCHPRISMA-000387,RETAIN_FULLTEXT,,SOURCE_VERIFIED_BATCH4_HIGH_INFORMATION_TA_V18_2026-09-01,"Herbivore-induced epigenetic change alters floral signalling and pollinator attractiveness; retain as an induced-state pathway candidate."
SCHPRISMA-000393,RETAIN_FULLTEXT,,SOURCE_VERIFIED_BATCH4_HIGH_INFORMATION_TA_V18_2026-09-01,"Experimental-evolution study explicitly combines herbivory, pollination and evolution of defence/floral-trait plasticity; retain evolutionary lane."
SCHPRISMA-000394,RETAIN_FULLTEXT,,SOURCE_VERIFIED_BATCH4_HIGH_INFORMATION_TA_V18_2026-09-01,"Herbivory changes floral rewards and pollinator-associated interactions; uncertainty over the exact plant-antagonist/shared-A structure resolves to full text."
SCHPRISMA-000397,RETAIN_FULLTEXT,,SOURCE_VERIFIED_BATCH4_HIGH_INFORMATION_TA_V18_2026-09-01,"Herbivory, induced pollinator-attracting floral volatiles and fruit set are explicitly linked; retain."
